,train_loss,test_loss
171,70212.42275390626,70679.75264322916
172,70233.7833951823,70594.98561197917
173,70228.60373372395,70609.56709635416
174,70210.6904264323,70684.15813802084
175,70245.94654947917,70544.7448828125
176,70233.37530598958,70594.87359375
177,70230.22723958333,70606.55890625
178,70205.07431640624,70707.0748046875
179,70234.48541666666,70586.88559895834
180,70238.01531901042,70575.11095052083
181,70240.27575195313,70564.43751302084
182,70237.78260416667,70574.2142578125
183,70231.37103841145,70604.4609765625
184,70212.88657552084,70675.93018229166
185,70212.06037109374,70681.70356770833
186,70249.6682421875,70528.814140625
187,70230.82388997395,70602.578515625
188,70226.47981445312,70619.97337239583
189,70242.95123046875,70555.095859375
190,70249.91021158855,70526.70115885416
191,70230.11094401042,70602.99796875
192,70207.00342122396,70697.01583333334
193,70241.59520507812,70561.29537760417
194,70240.74227539063,70583.76920572917
195,70215.88563151042,70667.731484375
196,70222.41118489583,70649.18397135417
197,70220.12529296875,70653.92329427083
198,70241.8555436198,70581.142421875
199,70216.19849283854,70662.48342447917
200,70219.56976236979,70647.09134114583
201,70235.64562825521,70583.76415364584
202,70258.85084635417,70491.7028515625
203,70206.92692708333,70700.6180859375
204,70222.83997395834,70634.7612109375
205,70241.44239583334,70561.92171875
206,70254.54961588542,70507.45860677083
207,70227.81414713542,70616.47401041667
208,70231.111484375,70600.18171875
209,70219.61928710938,70647.9385546875
210,70209.35279947917,70688.34528645834
211,70211.32592447917,70678.9137890625
212,70227.78759114584,70616.88483072916
213,70217.1690234375,70657.1559375
214,70220.78547526042,70645.2077734375
215,70241.16732096355,70562.09044270833
216,70216.91222005208,70657.12338541666
217,70219.67906901041,70648.02552083334
218,70243.31525716146,70554.7930078125
219,70236.40727213542,70582.38225260416
220,70233.65715494791,70592.47880208334
221,70225.40075195313,70626.6462109375
222,70202.12414388021,70718.9276171875
223,70208.62615559896,70693.61071614583
224,70210.43129882813,70688.29928385417
225,70206.82522135417,70701.0858203125
226,70226.63672851563,70620.01483072917
227,70209.94880859375,70685.10541666667
228,70226.28223958334,70621.05407552083
229,70228.71205078125,70611.04877604167
230,70240.77369140626,70563.48553385417
231,70244.49500976563,70546.2817578125
232,70222.55152994792,70634.94994791667
233,70223.22584635417,70633.443359375
234,70214.25293945313,70672.1424609375
235,70267.7806217448,70456.457890625
236,70211.21974609375,70682.56569010417
237,70215.73139973958,70663.6280078125
238,70232.80448567709,70594.64641927084
239,70236.37845703126,70580.5733984375
240,70201.70386067708,70720.26361979167
241,70205.58041666666,70708.13223958333
242,70210.27319335938,70685.007734375
243,70221.1602734375,70642.71192708334
244,70204.40489908853,70711.2873828125
245,70240.98982096354,70563.9763671875
246,70196.66067057292,70740.58252604166
247,70227.77940755208,70618.2205859375
248,70235.2408203125,70586.16942708334
249,70223.49672526041,70631.87717447917
250,70229.88399414062,70607.7375390625
251,70203.07220377604,70713.28015625
252,70221.80794596355,70638.4295703125
253,70218.29495117188,70654.66837239583
254,70222.36240559896,70637.9598046875
255,70221.05381184896,70644.94979166667
256,70205.00920572916,70706.30686197917
257,70215.07510742187,70668.35295572916
258,70215.77486979167,70663.50565104166
259,70226.21520507813,70620.63970052083
260,70227.8684375,70614.45102864584
261,70224.63926106771,70627.59098958333
262,70215.99051432291,70665.1378125
263,70258.10740234375,70495.16459635417
264,70204.7694921875,70708.14494791666
265,70254.18263020834,70510.2949609375
266,70219.12086263021,70650.66947916667
267,70214.30951497395,70671.32041666667
268,70224.74581054687,70629.52481770833
269,70236.73447265624,70581.48942708333
270,70220.78635742188,70645.7212890625
271,70240.65223632813,70564.18671875
272,70233.37819010417,70594.125078125
273,70225.70241536458,70626.14135416667
274,70220.62150390625,70647.20162760417
275,70223.55740885416,70632.1336328125
276,70201.09858398438,70720.26729166666
277,70225.74580403646,70622.10463541666
278,70222.69748046875,70637.246015625
279,70246.68252604167,70538.29890625
280,70226.07993815104,70622.1576171875
281,70250.40375976563,70525.4767578125
282,70226.62625,70621.11845052084
283,70211.08798502604,70682.99358072916
284,70224.25216796875,70628.59069010416
285,70228.80451171874,70611.18036458333
286,70218.45438151041,70650.78319010416
287,70219.98913411458,70646.26852864583
288,70205.1169921875,70704.15915364583
289,70262.09376302084,70476.6703515625
290,70227.31305989584,70619.02157552083
291,70204.27182291666,70711.20928385417
292,70220.80302083334,70644.70537760417
293,70240.88581054687,70564.32087239584
294,70234.56455729167,70589.94654947917
295,70210.24026041667,70684.5273828125
296,70227.87327148438,70615.54221354167
297,70192.38422526042,70758.2787890625
298,70222.66795572916,70637.52553385416
299,70208.656171875,70693.51212239583
300,70246.01087890625,70542.31079427083
301,70224.5872265625,70631.59493489584
302,70238.45404622395,70574.42036458333
303,70237.29490234375,70575.89083333334
304,70252.73371419271,70515.03203125
305,70203.3383235677,70714.50604166667
306,70237.77274088541,70576.58944010417
307,70224.39947265625,70628.1496875
308,70232.33981770833,70597.43264322917
309,70202.14881510417,70719.04420572917
310,70207.29495442708,70699.92420572917
311,70203.279921875,70715.0907421875
312,70215.52355794271,70663.71657552083
313,70215.41001953125,70668.95295572917
314,70203.38368164063,70712.2404296875
315,70202.31343098958,70719.7185546875
316,70191.26944335937,70763.24188802083
317,70186.55451171874,70782.30470052084
318,70211.63526692709,70681.30083333333
319,70236.78311848958,70580.47315104166
320,70235.86800130208,70585.86696614583
321,70237.04124348958,70579.11173177083
322,70217.72598632812,70655.00544270834
323,70220.8755436198,70642.74869791667
324,70239.53661783854,70564.64890625
325,70237.10646809895,70581.24609375
326,70214.94888997395,70668.25796875
327,70204.66508138021,70708.94888020834
328,70217.67391927083,70655.4909375
329,70221.4325423177,70642.37440104167
330,70217.99999023437,70656.0853125
331,70236.31499023437,70583.06634114584
332,70212.10078125,70679.58213541667
333,70227.1277701823,70620.03912760416
334,70214.00354817709,70669.782421875
335,70206.29607421876,70701.97665364583
336,70243.49456054688,70555.31404947917
337,70236.12744791666,70582.0708984375
338,70217.2017936198,70655.57966145834
339,70215.72567382813,70665.32626302083
340,70245.20403320313,70544.32044270834
341,70211.07584309895,70683.665234375
342,70195.93103841147,70747.4948828125
343,70230.06874674479,70605.75013020834
344,70224.19599283855,70630.70881510417
345,70228.41150390625,70613.351171875
346,70218.20650065104,70652.9901953125
347,70235.81263020834,70586.15958333333
348,70226.73968098959,70621.27936197916
349,70209.58603515624,70689.07783854166
350,70223.38461914062,70634.24024739584
351,70184.8379654948,70788.26005208334
352,70249.49841145833,70528.00919270833
353,70226.30568033854,70623.72559895834
354,70243.39037434896,70551.89098958333
355,70219.71390950521,70648.4733984375
356,70230.63424153646,70604.89294270833
357,70253.2983203125,70511.07686197916
358,70232.5582421875,70593.92842447916
359,70239.5326595052,70569.93334635417
360,70239.86931966146,70567.31690104166
361,70223.43939778645,70632.09244791667
362,70213.89671549479,70671.67916666667
363,70211.38815429687,70682.12153645833
364,70213.97188476562,70672.7965234375
365,70176.08174479166,70821.51779947917
366,70230.63586263021,70606.98858072917
367,70215.9578515625,70662.021640625
368,70223.42727864583,70634.5434765625
369,70237.46435872396,70576.514609375
370,70235.25665039063,70584.89888020833
371,70237.25670247395,70577.2890234375
372,70237.38630208334,70576.55864583333
373,70226.01545572917,70622.94088541667
374,70231.42916341146,70600.24953125
375,70230.41375325521,70604.3633984375
376,70221.2045345052,70642.86442708333
377,70205.72860351563,70704.489453125
378,70216.90989583333,70661.41869791667
379,70236.17081054687,70582.98118489583
380,70226.05426757812,70623.10688802083
381,70218.39571289062,70652.81248697916
382,70222.0440266927,70639.18192708334
383,70233.39677408854,70589.08282552083
384,70232.90810221354,70593.96872395833
385,70238.4766015625,70572.14717447916
386,70233.2483951823,70592.38274739584
387,70233.89472005208,70591.0465234375
388,70211.26143554687,70682.6090625
389,70216.56012695312,70659.2070703125
390,70238.01749348958,70575.24518229166
391,70226.88319661458,70619.74489583333
392,70222.44444661458,70637.06921875
393,70230.30321614584,70604.69993489583
394,70226.56387369792,70622.5770703125
395,70221.84160807292,70641.43270833333
396,70224.57189453125,70629.3171875
397,70265.18303710938,70463.4528515625
398,70239.1760546875,70569.88619791667
399,70197.77713541666,70739.98045572916
