mass,epsilon,llp_rate,LLPModel_unique_id
0.133,1.1885022274370166e-06,6.726371088736588e-10,DLS_0.133_1.1885022274370166e-06_1.2944190716828172e-09
0.133,1.2115276586285876e-05,4.7705179519252715e-09,DLS_0.133_1.2115276586285876e-05_1.2456850044555892e-11
0.133,1.4677992676220675e-06,1.1466533664912563e-09,DLS_0.133_1.4677992676220675e-06_8.48675314080025e-10
0.133,1.4962356560944327e-05,3.2514280036956196e-09,DLS_0.133_1.4962356560944327e-05_8.167232201135053e-12
0.133,1.8127308811846967e-06,1.850489275990123e-09,DLS_0.133_1.8127308811846967e-06_5.564270524788115e-10
0.133,1.8478497974222908e-05,1.970986587204238e-09,DLS_0.133_1.8478497974222908e-05_5.354779224978253e-12
0.133,2.2387211385683376e-06,2.8146309657213775e-09,DLS_0.133_2.2387211385683376e-06_3.648168617534026e-10
0.133,2.2820929710674507e-05,1.0644637069179205e-09,DLS_0.133_2.2820929710674507e-05_3.510817354289712e-12
0.133,2.7648187540101058e-06,4.016340228728702e-09,DLS_0.133_2.7648187540101058e-06_2.391892019388639e-10
0.133,2.818382931264455e-05,5.218901465458534e-10,DLS_0.133_2.818382931264455e-05_2.301838783135241e-12
0.133,3.414548873833601e-06,5.348320067756521e-09,DLS_0.133_3.414548873833601e-06_1.5682245072000694e-10
0.133,3.480700588428413e-05,2.4059661433993494e-10,DLS_0.133_3.480700588428413e-05_1.5091818368368187e-12
0.133,4.216965034285822e-06,6.604584382538502e-09,DLS_0.133_4.216965034285822e-06_1.0281936162032519e-10
0.133,4.2986623470822724e-05,1.081744973363824e-10,DLS_0.133_4.2986623470822724e-05_9.894827706117175e-13
0.133,5.207948328595465e-06,7.508779561474393e-09,DLS_0.133_5.207948328595465e-06_6.741267640872594e-11
0.133,5.308844442309879e-05,5.1310129593798497e-11,DLS_0.133_5.308844442309879e-05_6.48746313691092e-13
0.133,6.30957344480193e-07,1.0242629489455084e-10,DLS_0.133_6.30957344480193e-07_4.592772179123577e-09
0.133,6.431811877215091e-06,7.800244406983268e-09,DLS_0.133_6.431811877215091e-06_4.41985718348328e-11
0.133,6.556418494179785e-05,2.6966453452198095e-11,DLS_0.133_6.556418494179785e-05_4.2534523291152355e-13
0.133,7.79231798434194e-07,2.0006368535804183e-10,DLS_0.133_7.79231798434194e-07_3.0112136454760218e-09
0.133,7.943282347242822e-06,7.35235311511251e-09,DLS_0.133_7.943282347242822e-06_2.897843337942315e-11
0.133,9.623506263980887e-07,3.7525624070886913e-10,DLS_0.133_9.623506263980887e-07_1.9742776835125517e-09
0.133,9.809947127268783e-06,6.2513532919781e-09,DLS_0.133_9.809947127268783e-06_1.899947365412068e-11
0.134,1.1885022274370166e-06,6.593536925646359e-10,DLS_0.134_1.1885022274370166e-06_1.2217875958144113e-09
0.134,1.2115276586285876e-05,4.089589516912881e-09,DLS_0.134_1.2115276586285876e-05_1.1757880581574115e-11
0.134,1.4677992676220675e-06,1.1151419135353075e-09,DLS_0.134_1.4677992676220675e-06_8.010550789157065e-10
0.134,1.4962356560944327e-05,2.7389697842569473e-09,DLS_0.134_1.4962356560944327e-05_7.70895856973899e-12
